Year,Region/City,Number of Bedrooms,Number of Bathrooms,Square Footage,Listing Price,Sale Price,Days on Market,Property Age (Years),Property Type,Number of Garages
2023,Ottawa,3,1,230,328783,242620,78,73,Condo,2
2016,Hamilton,5,4,1373,719950,590876,46,55,Detached,0
2011,Ottawa,5,2,1294,987614,925607,63,58,Detached,3
2016,Guelph,1,1,1604,496054,416274,77,33,Townhouse,3
2019,Ottawa,4,3,1998,392338,341966,79,83,Condo,1
2016,Toronto,4,1,2120,812873,786959,42,49,Detached,1
2010,Windsor,1,2,1598,926551,855303,35,5,Townhouse,3
2016,Ottawa,5,2,879,663963,584150,70,47,Townhouse,2
2014,London,2,4,1294,680309,620056,73,84,Condo,2
2012,Toronto,2,3,1338,925337,925145,54,24,Detached,2
2022,Hamilton,5,3,1646,626015,619484,34,95,Condo,3
2012,London,4,1,1522,641026,568008,39,44,Condo,1
2013,Guelph,2,3,1224,855457,816430,63,68,Detached,3
2022,Windsor,3,1,999,877799,817117,21,96,Condo,1
2021,Guelph,3,2,1152,755214,690734,70,99,Condo,2
2011,Windsor,1,2,1137,1096896,1050329,84,14,Condo,1
2011,Windsor,5,2,2148,949954,907637,25,36,Townhouse,3
2010,Guelph,5,2,1192,729812,683721,56,51,Detached,3
2014,London,2,2,1524,541857,474113,69,6,Condo,3
2013,London,4,1,1887,998284,933885,18,17,Townhouse,1
2020,Windsor,5,2,1577,1005295,979265,20,82,Townhouse,2
2019,London,2,1,1065,780194,730640,59,72,Condo,3
2011,Windsor,2,2,1894,855376,837198,13,51,Detached,3
2012,Windsor,5,1,1641,940248,874818,12,52,Townhouse,1
2016,Toronto,2,1,625,1120620,1084587,77,12,Condo,2
2016,Kitchener,1,1,1998,977451,905858,38,81,Detached,1
2021,Toronto,1,3,1849,889003,846216,37,95,Detached,0
2013,Guelph,5,1,1635,985949,901629,11,1,Condo,0
2014,Kitchener,4,1,2153,1030224,940233,86,11,Townhouse,3
2014,Ottawa,1,2,1840,854143,790817,25,16,Detached,1
2015,Guelph,1,1,1951,983505,944523,9,92,Detached,1
2023,Hamilton,5,1,1914,664738,642857,75,9,Detached,3
2018,Toronto,3,4,1802,1007053,928205,16,8,Detached,0
2011,London,2,3,783,666400,618386,63,25,Townhouse,2
2014,Toronto,1,4,831,598333,546889,85,74,Townhouse,2
2021,London,3,2,1840,774231,735884,62,40,Condo,0
2012,Kitchener,4,3,1992,531648,523132,41,67,Condo,3
2013,Hamilton,3,3,1217,680699,598465,87,23,Townhouse,3
2019,Kitchener,5,4,1054,875694,828236,49,62,Condo,2
2015,Hamilton,4,3,1605,855584,861451,84,23,Detached,2
2021,Toronto,4,4,919,927911,882052,29,44,Townhouse,0
2017,London,3,1,1432,931000,921641,31,56,Detached,0
2010,Kitchener,5,4,1357,874842,807131,55,68,Townhouse,1
2019,Hamilton,1,3,1410,629670,566080,46,23,Townhouse,0
2023,Windsor,3,3,2253,984653,889406,75,9,Condo,0
2017,Guelph,1,2,1246,778076,772374,46,4,Townhouse,2
2020,Guelph,3,2,1521,848054,754938,64,34,Condo,2
2023,Kitchener,1,2,975,820821,755241,76,82,Townhouse,1
2016,London,3,2,1876,1114920,1105928,83,34,Detached,2
2010,Windsor,4,3,1428,561024,456214,62,98,Detached,2
2011,Kitchener,2,2,1971,731375,685109,84,42,Detached,2
2012,Toronto,4,4,517,906270,892008,76,3,Detached,0
2010,Hamilton,1,1,1476,804381,723194,85,83,Detached,2
2023,Toronto,5,3,1552,703060,685728,26,34,Detached,3
2018,Guelph,4,2,1864,416392,331706,62,90,Townhouse,0
2017,Hamilton,2,3,1243,742613,698372,15,99,Condo,2
2011,Kitchener,1,2,1814,872484,832961,10,95,Townhouse,0
2022,Toronto,4,3,1289,908702,897752,26,43,Detached,2
2018,Ottawa,3,2,1537,766385,747693,82,91,Detached,1
2016,London,5,1,1868,835595,780782,16,67,Townhouse,1
2018,Windsor,1,2,1128,571303,570480,31,37,Condo,1
2015,Windsor,4,4,1796,877880,807204,5,12,Condo,2
2015,London,1,3,1633,801887,767632,68,87,Condo,1
2020,Ottawa,3,3,1366,833041,794933,78,81,Condo,0
2023,Guelph,2,4,1232,756111,688617,84,16,Detached,1
2013,Hamilton,4,4,659,842564,798687,43,62,Detached,1
2019,London,1,1,1467,926922,840005,64,17,Condo,1
2019,Ottawa,1,3,1367,851091,862601,74,15,Townhouse,1
2022,Kitchener,1,1,1755,435423,361410,58,26,Townhouse,0
2022,Windsor,2,3,1715,855233,804511,29,45,Detached,3
2011,Ottawa,1,3,1928,722426,692163,24,2,Townhouse,1
2016,Guelph,5,1,1942,658361,579892,40,17,Detached,2
2014,Guelph,5,3,2762,1069834,1002230,27,65,Detached,3
2020,Toronto,1,3,1705,613496,556646,84,94,Condo,1
2015,London,5,1,1155,636064,593657,5,96,Condo,3
2011,Toronto,4,2,1830,351722,322886,31,30,Condo,2
2014,Windsor,5,1,2142,1088102,1070471,56,68,Condo,2
2019,Ottawa,1,3,1689,978229,887251,6,44,Condo,1
2013,Hamilton,3,4,650,733554,658752,25,96,Condo,1
2018,Hamilton,4,2,1722,922559,855500,13,60,Townhouse,2
2015,Guelph,2,4,1248,354884,317694,52,99,Condo,0
2011,Hamilton,1,2,971,895057,784041,43,1,Condo,3
2010,Hamilton,2,4,1574,628586,599420,46,19,Detached,0
2014,Windsor,3,2,889,1134750,1096093,75,33,Detached,1
2018,Hamilton,2,1,1909,873508,769120,49,83,Condo,0
2015,Ottawa,1,2,1792,826201,777774,6,36,Detached,0
2019,Hamilton,1,2,1465,635859,533716,80,91,Townhouse,3
2021,Kitchener,3,2,1279,637109,575752,81,77,Townhouse,1
2016,Hamilton,1,3,1426,918510,883954,71,91,Townhouse,3
2014,Hamilton,3,4,1095,633986,589861,47,78,Townhouse,2
2019,Toronto,3,1,1469,626123,597628,22,24,Condo,3
2015,Ottawa,1,4,362,1081416,1010617,43,99,Townhouse,3
2014,Guelph,5,4,1535,857510,770824,10,83,Townhouse,2
2020,Toronto,3,1,1545,580762,516743,46,25,Townhouse,0
2018,London,1,3,1838,910349,851841,56,11,Townhouse,3
2015,Ottawa,5,2,1619,744187,725365,31,9,Detached,2
2020,Kitchener,3,3,1890,446835,364034,83,6,Townhouse,1
2017,Ottawa,5,3,1718,700198,625002,19,58,Townhouse,0
2011,London,4,2,1914,590283,531941,23,29,Detached,2
2021,London,4,4,2548,851155,810197,66,73,Detached,0
2022,London,5,2,1668,668883,617566,68,97,Condo,2
2018,Windsor,3,1,1573,818180,795477,55,87,Detached,3
2014,Guelph,1,2,1974,933251,927481,51,79,Detached,0
2016,Hamilton,2,4,1312,1272191,1231187,61,11,Detached,3
2019,Ottawa,1,3,1452,1195980,1171781,24,23,Townhouse,2
2022,Windsor,2,3,1668,844649,809879,24,26,Condo,3
2010,Hamilton,2,2,1528,789479,754118,86,1,Condo,3
2019,Hamilton,3,1,1527,680981,633322,68,94,Townhouse,2
2014,Kitchener,5,4,1859,471380,425691,42,81,Condo,3
2021,London,1,3,821,342737,384331,42,47,Townhouse,3
2023,Guelph,5,2,2313,631459,571023,69,41,Detached,3
2019,Kitchener,4,1,1694,1127488,1073544,80,23,Townhouse,1
2023,Toronto,3,1,1339,1120619,1041785,9,5,Townhouse,1
2011,Windsor,3,3,2151,814328,770743,68,99,Detached,1
2021,Windsor,4,3,1541,893043,810510,31,50,Detached,0
2015,Guelph,1,4,1551,679056,633647,24,9,Condo,3
2020,Hamilton,4,1,1414,793969,733767,64,4,Townhouse,3
2010,Windsor,1,4,2087,644765,622280,44,71,Detached,3
2012,Guelph,2,1,1496,644405,560323,87,65,Condo,0
2014,Windsor,3,1,1276,922507,833508,83,80,Townhouse,0
2013,Windsor,1,2,1899,678941,572442,10,57,Detached,2
2012,London,5,3,1973,898433,864707,77,25,Detached,3
2019,Toronto,5,1,2142,770561,704671,40,58,Townhouse,2
2022,London,3,4,1753,1083574,1076768,78,6,Detached,2
2014,Toronto,4,3,1958,910468,917085,69,14,Townhouse,0
2020,Windsor,4,4,1396,848865,781962,15,63,Townhouse,1
2017,Kitchener,1,3,1910,513935,467321,53,75,Townhouse,0
2020,Hamilton,4,3,1797,701898,690451,88,65,Detached,0
2013,Windsor,3,1,1712,789943,734570,32,52,Detached,1
2010,Toronto,1,2,877,810912,732903,26,65,Townhouse,1
2020,Toronto,2,1,1344,932645,880753,88,8,Condo,0
2016,Toronto,4,3,1481,841204,754350,51,96,Townhouse,3
2017,Windsor,4,1,1712,593354,563177,84,97,Townhouse,2
2012,Guelph,1,1,2460,918422,835940,70,8,Townhouse,3
2015,Kitchener,5,3,1843,707746,669260,29,14,Condo,2
2011,Guelph,4,3,1175,670493,583589,71,24,Detached,3
2016,Hamilton,3,1,1307,579457,567593,36,64,Detached,1
2017,Windsor,4,1,2055,729734,672812,21,93,Townhouse,3
2015,Toronto,2,1,1290,688557,631699,44,25,Townhouse,0
2015,Kitchener,4,4,1907,1032148,967835,88,6,Detached,2
2014,Kitchener,5,1,1546,746497,707040,34,1,Townhouse,2
2017,Ottawa,4,4,1433,906432,843482,63,87,Detached,3
2010,Hamilton,1,2,1296,439452,395401,32,33,Condo,1
2019,Kitchener,4,4,281,948886,914684,51,14,Townhouse,0
2013,Windsor,5,1,1715,928276,835854,27,63,Detached,1
2013,Toronto,1,2,1079,508854,456514,87,56,Detached,0
2012,Toronto,3,4,932,625631,621046,61,62,Condo,0
2012,Kitchener,1,4,1599,667401,637592,5,28,Townhouse,0
2013,Guelph,2,3,1911,759460,665916,33,29,Condo,3
2020,Hamilton,1,2,821,659018,636277,54,23,Detached,0
2010,Toronto,3,3,1901,751007,684782,68,44,Detached,0
2023,Kitchener,4,2,1138,930712,901549,85,38,Condo,0
2020,Toronto,1,4,1759,688366,681513,79,49,Condo,2
2022,Kitchener,1,3,1731,859449,795036,41,43,Condo,2
2020,Hamilton,1,1,1417,835107,794965,65,10,Townhouse,3
2011,Kitchener,1,4,1511,208494,110839,11,27,Detached,3
2018,Ottawa,3,2,1341,638434,554668,68,8,Townhouse,2
2019,Kitchener,5,2,1605,997132,909175,22,68,Townhouse,2
2011,Kitchener,5,3,1601,621053,539071,33,85,Condo,0
2014,Windsor,1,3,1130,585833,515148,64,85,Townhouse,2
2018,Hamilton,3,2,956,1007178,998153,58,30,Townhouse,3
2018,Windsor,3,4,1903,830688,787707,76,13,Condo,3
2017,Kitchener,1,3,1581,1091452,1021326,25,58,Condo,0
2010,Hamilton,2,1,1847,707040,665753,25,3,Condo,1
2010,Ottawa,1,2,1231,1040426,991326,62,84,Detached,1
2018,Hamilton,2,1,1170,622231,550493,53,5,Detached,2
2022,Toronto,1,2,1095,286309,204628,40,22,Townhouse,0
2020,Windsor,2,1,1427,934654,912332,21,58,Townhouse,2
2017,Hamilton,2,4,1592,914646,844545,84,66,Detached,0
2019,Ottawa,1,2,1282,934576,867628,57,89,Townhouse,2
2018,London,2,4,2125,758692,738359,19,40,Condo,3
2016,Kitchener,4,3,1243,1093390,1055585,83,88,Detached,3
2012,Hamilton,5,2,1599,973101,918611,44,5,Townhouse,1
2012,Kitchener,3,4,1146,964983,873285,85,16,Townhouse,1
2011,Guelph,2,1,1230,824330,786773,55,15,Townhouse,2
2014,Toronto,2,4,1465,530600,468071,69,77,Detached,3
2021,Windsor,3,2,1166,813529,728467,17,75,Detached,2
2021,Toronto,2,4,1535,871891,766251,42,80,Detached,3
2012,Guelph,3,1,1676,1206560,1149756,78,18,Condo,0
2023,Guelph,1,1,1937,853208,866797,30,89,Townhouse,3
2015,Windsor,4,1,1068,590783,513081,80,47,Townhouse,1
2011,Hamilton,4,3,1567,893457,837125,87,4,Condo,3
2021,Guelph,5,2,1475,1051504,1026852,19,53,Detached,2
2012,London,2,1,760,1141712,1070381,9,58,Detached,0
2014,Kitchener,5,3,1048,778619,672660,6,85,Detached,1
2021,Kitchener,1,1,1689,760082,703813,82,75,Condo,0
2020,Ottawa,4,4,958,517729,516384,69,58,Townhouse,1
2020,Guelph,1,2,1470,679331,586009,81,59,Condo,1
2010,Guelph,1,4,651,886562,835883,64,34,Townhouse,0
2022,London,2,3,1458,495227,423851,60,30,Townhouse,0
2010,Toronto,1,4,678,1209510,1157650,82,54,Townhouse,3
2019,Toronto,4,4,1258,728666,664981,42,68,Condo,3
2018,Kitchener,5,1,1324,824071,754101,61,78,Detached,1
2016,Kitchener,4,4,1549,868428,794220,55,75,Detached,3
2010,Hamilton,2,1,1398,1025828,971429,45,68,Condo,3
2021,Windsor,4,1,1005,853342,826160,83,26,Townhouse,1
2023,London,3,2,1013,586379,530569,74,3,Condo,3
2017,Windsor,5,3,854,884360,810704,87,57,Detached,0
2012,Windsor,3,3,1582,1025408,998017,56,37,Condo,2
2017,Ottawa,3,3,1564,621060,604260,5,38,Townhouse,0
2014,Windsor,2,1,1767,960006,870016,89,41,Detached,2
2010,Ottawa,1,3,1299,850849,750102,22,4,Townhouse,0
2016,Windsor,3,1,806,819029,767878,31,26,Condo,2
2014,London,4,2,1373,672002,603966,76,39,Townhouse,2
2015,Ottawa,1,3,1504,755551,694278,80,42,Condo,3
2015,Toronto,4,1,1034,887714,903112,46,11,Detached,1
2017,Ottawa,4,3,1072,715164,658963,10,11,Detached,0
2018,Ottawa,1,3,1680,604142,510163,84,54,Detached,3
2011,London,1,2,1540,595974,581206,87,38,Townhouse,0
2018,London,4,4,1953,856184,844160,86,20,Condo,0
2021,Ottawa,2,3,2188,897854,869765,28,26,Condo,2
2020,Guelph,5,2,898,786461,750686,49,76,Condo,2
2019,London,5,3,1332,1163024,1093010,88,93,Townhouse,1
2018,Hamilton,2,3,1549,459865,370246,75,14,Condo,2
2022,Hamilton,1,3,1645,875941,787026,11,50,Detached,0
2019,Toronto,4,3,1906,431853,362235,20,25,Condo,2
2019,Windsor,5,4,1791,779238,776971,62,55,Townhouse,3
2016,Ottawa,4,4,1955,850009,847865,61,51,Detached,3
2010,Guelph,2,3,1524,764696,692671,46,90,Detached,2
2016,Toronto,4,3,1248,409572,407182,18,10,Townhouse,1
2019,Ottawa,2,2,2279,780976,714316,60,14,Detached,2
2014,London,1,2,1561,800584,742260,16,5,Condo,3
2015,Hamilton,2,1,1403,979496,943400,19,57,Townhouse,0
2019,Kitchener,2,4,1071,514595,540986,12,22,Condo,0
2016,Guelph,5,3,1563,1088192,1032139,62,75,Townhouse,0
2023,Kitchener,4,4,1901,296436,231081,57,29,Townhouse,3
2014,Hamilton,5,2,1299,540800,507484,13,7,Townhouse,3
2016,Windsor,3,4,1446,835227,817986,50,18,Condo,0
2018,Windsor,2,4,1599,862131,803331,11,31,Townhouse,1
2012,Kitchener,3,3,1688,1102391,1095959,48,43,Detached,1
2017,London,5,3,1396,838651,770146,18,84,Condo,0
2011,Ottawa,4,2,1342,779692,698017,79,35,Townhouse,0
2020,London,5,3,1295,888887,897691,10,71,Townhouse,3
2016,Kitchener,4,2,1057,331746,297591,39,94,Condo,2
2022,London,4,2,1191,598466,549930,74,4,Detached,3
2011,Hamilton,1,1,1181,564932,515514,65,51,Detached,2
2023,Guelph,2,1,883,990387,966757,28,94,Townhouse,2
2013,London,5,1,1897,1060001,1050089,77,30,Townhouse,2
2016,Hamilton,4,4,1643,1172993,1136798,6,94,Detached,2
2012,Guelph,5,1,1556,913910,844587,82,53,Townhouse,0
2011,Windsor,5,3,2021,978402,911288,55,82,Detached,2
2020,Ottawa,4,3,1787,818787,751306,35,74,Detached,2
2019,Kitchener,3,1,1184,700138,612609,31,14,Detached,2
2016,Windsor,2,4,1969,584078,565499,35,36,Detached,3
2010,Ottawa,2,2,1888,566157,527497,74,87,Townhouse,3
2023,Windsor,1,4,1052,525760,481306,47,12,Condo,3
2017,Toronto,1,4,1861,946221,982695,86,76,Condo,1
2012,Windsor,1,2,1313,718013,661286,56,34,Detached,3
2021,Hamilton,2,2,1898,655291,606181,18,26,Townhouse,1
2021,Guelph,3,2,1364,394567,378658,63,6,Condo,3
2022,Windsor,2,3,1286,617365,541227,24,53,Condo,1
2011,London,2,2,1327,742578,668335,56,15,Detached,3
2012,Ottawa,2,2,1111,492718,430724,79,19,Detached,0
2014,Windsor,2,4,907,1331999,1333263,44,47,Townhouse,3
2020,Guelph,3,4,500,531930,511121,72,87,Condo,1
2017,Hamilton,1,1,1078,1030517,971396,48,77,Detached,2
2019,Toronto,5,4,2552,775895,742004,10,95,Detached,3
2016,Ottawa,1,2,1691,686706,643631,61,61,Townhouse,2
2016,Kitchener,1,3,2245,750113,733148,62,90,Detached,2
2021,Guelph,5,4,1372,802812,747055,76,52,Detached,3
2016,Kitchener,2,4,1312,845303,750160,34,18,Detached,3
2017,Guelph,3,2,2186,603614,543902,56,60,Detached,0
2010,Guelph,3,4,1650,911864,832727,15,47,Detached,1
2013,Hamilton,1,4,1117,744138,667810,51,57,Townhouse,3
2022,Hamilton,5,2,1753,533747,494493,9,33,Detached,1
2015,Hamilton,4,4,2000,714433,670000,7,32,Condo,3
2018,Windsor,2,3,928,1083938,989817,19,4,Detached,2
2022,London,1,1,1685,843886,771910,6,41,Detached,2
2011,Guelph,3,4,955,800913,722087,6,19,Condo,3
2010,Ottawa,5,3,1978,720458,665460,76,7,Condo,1
2022,Kitchener,5,4,1592,736178,697937,58,99,Detached,1
2019,Hamilton,1,1,1751,844020,802128,50,26,Townhouse,2
2021,Windsor,4,2,1413,746903,655585,45,87,Condo,1
2023,Hamilton,3,1,787,890822,840847,73,98,Townhouse,1
2011,Kitchener,1,4,1323,864651,777222,34,51,Detached,0
2016,Kitchener,4,1,1871,561405,469251,48,56,Detached,2
2012,Guelph,5,1,2297,905574,827956,14,71,Condo,1
2019,Hamilton,2,2,1612,609080,534971,87,75,Condo,0
2011,Kitchener,3,4,1225,600855,499948,34,51,Townhouse,3
2023,London,3,1,1714,794946,770315,79,8,Detached,0
2020,London,4,1,1835,851641,814010,53,13,Condo,0
2016,Hamilton,1,2,1553,922985,910766,39,32,Condo,0
2022,Windsor,5,3,1528,368733,363657,69,34,Condo,0
2022,Kitchener,4,4,1585,957849,909179,21,18,Townhouse,0
2011,Guelph,2,3,1517,882532,824475,35,79,Detached,0
2012,Guelph,2,3,1619,654779,589619,74,55,Condo,3
2020,Windsor,2,2,2231,752734,723653,81,43,Condo,3
2016,Guelph,4,2,686,839619,802011,56,24,Condo,2
2023,Toronto,5,4,1404,102043,26641,30,21,Detached,2
2013,Hamilton,3,3,1127,549795,543611,9,18,Townhouse,3
2022,Guelph,1,1,1972,1032255,981875,18,14,Townhouse,3
2023,London,3,3,1443,679523,590345,55,53,Detached,2
2010,Kitchener,5,2,1723,782815,740784,19,19,Townhouse,0
2022,Ottawa,3,1,2070,776670,739305,16,77,Townhouse,1
2023,Windsor,4,1,1067,942930,855645,50,57,Condo,0
2014,Ottawa,2,2,1288,718671,711084,68,64,Townhouse,3
2021,Guelph,5,1,2029,735568,709689,76,80,Condo,2
2018,Ottawa,5,3,1051,838115,811084,63,2,Townhouse,2
2017,Ottawa,3,2,1302,969330,898504,30,57,Condo,0
2021,Toronto,4,4,859,1032617,1030739,33,34,Detached,2
2018,London,3,2,2045,736205,649197,8,49,Detached,3
2019,Windsor,3,4,1267,701821,652620,54,90,Townhouse,3
2023,London,5,4,1640,770748,689375,29,54,Condo,1
2018,Toronto,3,2,1770,1067008,979784,44,22,Detached,3
2016,Toronto,2,2,1178,955658,929226,36,84,Detached,1
2013,Ottawa,3,4,738,704047,653497,79,93,Townhouse,1
2014,Hamilton,2,4,1412,477190,434033,41,82,Condo,0
2010,Kitchener,5,1,1405,1021393,973357,14,93,Condo,2
2023,Kitchener,4,2,1475,1043850,1010938,42,44,Detached,3
2010,Ottawa,2,2,1478,577816,494392,65,91,Townhouse,2
2012,Kitchener,4,1,1300,710959,666541,31,35,Detached,1
2022,Toronto,4,2,1284,975304,935328,85,29,Detached,3
2023,London,2,1,1619,877159,793453,11,6,Townhouse,2
2017,Kitchener,5,1,1170,401137,326052,77,37,Townhouse,3
2023,Windsor,1,2,1461,574392,515766,13,89,Townhouse,0
2011,Ottawa,4,3,1274,916324,878096,63,85,Condo,3
2013,Hamilton,4,4,1618,849841,755903,40,58,Townhouse,1
2011,Ottawa,5,2,1943,933202,914908,34,64,Townhouse,3
2023,Guelph,5,3,1959,956113,873942,23,31,Detached,0
2014,Ottawa,3,1,2015,848341,779548,45,50,Townhouse,0
2018,Toronto,5,3,1366,884075,872068,59,80,Townhouse,2
2010,London,4,2,1399,686082,633865,88,60,Detached,0
2014,London,2,2,992,822848,812471,10,14,Condo,1
2023,Windsor,1,3,1362,862693,823131,26,70,Townhouse,0
2018,Kitchener,3,2,1377,1141191,1082787,74,11,Detached,2
2010,Toronto,2,4,1253,635082,615512,28,27,Condo,0
2018,Guelph,1,3,1251,944769,965202,66,69,Condo,0
2017,Toronto,1,1,820,776888,730721,46,79,Townhouse,3
2013,Ottawa,1,3,963,948938,892502,26,38,Condo,2
2021,Toronto,2,3,1517,775926,737236,86,62,Townhouse,3
2020,Toronto,3,3,1532,1035481,985943,20,53,Condo,2
2019,Windsor,3,3,1693,651491,606880,17,80,Condo,2
2014,Guelph,1,1,1396,828443,808974,41,18,Condo,2
2022,Ottawa,2,1,1504,887874,779461,56,97,Townhouse,2
2014,Hamilton,1,1,2000,663735,604226,28,99,Condo,2
2020,Windsor,5,3,1478,860929,823704,87,52,Detached,2
2021,Hamilton,3,4,1247,1001384,976128,88,24,Detached,0
2015,Windsor,4,4,1023,786576,748503,21,99,Condo,0
2016,London,1,1,1818,950097,911046,20,7,Townhouse,0
2017,Windsor,5,4,818,665139,613995,5,14,Detached,1
2023,Kitchener,3,4,1164,580710,496324,89,50,Condo,2
2017,Toronto,2,4,1667,939095,913233,5,94,Detached,0
2020,London,3,4,737,688162,632831,34,24,Detached,2
2023,Guelph,2,4,1254,464656,390667,88,79,Detached,3
2022,Hamilton,2,2,1551,647950,618166,28,13,Detached,1
2011,Windsor,1,1,1346,1069515,1039903,50,19,Detached,2
2018,Toronto,1,3,1106,1012053,1007327,6,29,Condo,0
2016,Guelph,3,4,1262,575915,475479,19,22,Detached,1
2013,Kitchener,5,2,1826,507663,442426,33,2,Condo,3
2013,Guelph,3,3,2232,718152,685264,66,77,Detached,2
2020,Toronto,4,2,1555,1008091,976502,17,36,Townhouse,1
2017,Kitchener,2,4,704,760853,741795,87,38,Condo,2
2013,Guelph,2,4,1727,762518,707805,69,18,Townhouse,1
2022,Kitchener,1,4,1341,677173,637438,49,51,Townhouse,0
2015,Windsor,5,4,1061,745695,723217,51,15,Detached,2
2014,Windsor,1,3,1179,969481,942634,20,99,Detached,2
2012,Toronto,4,3,1196,817051,745280,7,52,Detached,2
2022,Toronto,3,2,935,759627,721071,74,17,Detached,0
2023,Kitchener,3,1,1474,930137,916979,9,77,Detached,1
2019,Ottawa,5,4,2231,814318,762378,30,22,Townhouse,0
2020,London,1,2,1060,990046,960634,19,54,Townhouse,3
2011,Guelph,1,2,2218,663997,594615,77,52,Detached,3
2018,Guelph,4,2,1583,854413,759205,59,85,Detached,3
2019,Ottawa,3,4,1462,977514,985637,26,90,Condo,1
2018,Ottawa,1,4,1371,1110674,1081883,41,46,Condo,2
2010,Ottawa,5,2,1177,581269,527114,89,4,Townhouse,1
2019,Hamilton,3,4,1616,765255,717549,33,7,Townhouse,3
2012,Hamilton,4,2,1708,536814,449259,30,10,Townhouse,1
2017,Kitchener,5,3,529,606039,556619,74,15,Detached,2
2015,Hamilton,2,4,2517,803703,747573,15,26,Townhouse,2
2014,Windsor,4,3,775,394606,331682,24,80,Townhouse,1
2014,Windsor,5,1,1291,883867,854293,88,40,Townhouse,3
2015,Toronto,1,4,476,911434,845979,74,98,Condo,2
2016,Kitchener,2,1,1392,784717,722550,37,61,Townhouse,3
2010,Guelph,4,2,1315,631920,578825,34,81,Townhouse,2
2018,London,1,4,1295,751216,758748,54,16,Condo,3
2012,Toronto,2,4,1621,1223325,1196156,38,98,Townhouse,1
2013,Guelph,3,4,1402,695925,640354,9,93,Detached,0
2019,Guelph,1,1,1715,642427,595281,84,18,Condo,0
2010,Kitchener,5,1,1005,337573,265104,16,75,Townhouse,3
2022,Ottawa,4,2,1530,1008776,936067,80,76,Condo,2
2020,Ottawa,2,3,1247,551958,491621,79,2,Townhouse,1
2019,Toronto,1,3,1351,817643,744930,56,54,Townhouse,2
2012,Ottawa,3,1,1608,1221335,1156333,55,18,Condo,0
2011,Guelph,4,4,1298,873863,839652,25,54,Detached,0
2011,Ottawa,4,3,1457,871637,821812,75,38,Condo,1
2023,Hamilton,1,3,1038,734841,717807,62,97,Detached,3
2010,Ottawa,3,1,1938,862762,767961,68,73,Detached,1
2017,Guelph,2,2,1791,815135,802770,10,15,Condo,0
2012,Kitchener,1,1,1539,908065,920588,53,64,Townhouse,1
2012,Toronto,2,1,1402,316698,203079,76,92,Detached,0
2015,London,4,4,1458,875900,828686,41,8,Condo,2
2022,Ottawa,2,1,1929,886693,809851,14,46,Townhouse,0
2017,Windsor,3,4,1763,1309467,1237479,84,39,Townhouse,0
2022,Windsor,5,2,1936,799143,717782,70,52,Townhouse,1
2018,Guelph,3,4,1363,844328,776594,60,8,Condo,1
2018,London,2,2,1693,879265,811344,87,50,Condo,1
2013,London,1,2,1975,884901,905101,75,50,Townhouse,2
2023,Hamilton,4,2,1129,553275,532184,70,83,Townhouse,1
2014,London,5,1,1104,963679,992514,49,68,Townhouse,2
2011,Windsor,1,4,1610,616522,591120,72,27,Townhouse,3
2020,Kitchener,1,3,1006,881330,847322,68,77,Condo,1
2018,Guelph,3,1,773,628176,581674,20,38,Townhouse,1
2017,Guelph,2,2,1969,755509,733941,14,21,Detached,3
2012,Ottawa,3,3,2039,705914,666487,25,90,Detached,3
2020,Ottawa,2,1,1027,750202,715739,16,45,Condo,3
2021,Ottawa,3,3,927,783394,723032,17,58,Detached,0
2022,Windsor,1,2,1238,874462,801689,85,23,Detached,0
2018,Windsor,4,3,2001,780765,724339,86,54,Detached,0
2012,Windsor,2,3,1335,974903,905994,14,30,Condo,3
2018,Windsor,5,2,1537,693287,637562,17,95,Detached,2
2011,Windsor,5,3,1629,885942,800332,38,95,Townhouse,1
2021,Windsor,1,1,1569,633502,527578,63,16,Detached,0
2019,Kitchener,3,3,2097,1156524,1179911,53,52,Detached,3
2018,Windsor,3,4,1212,886792,802796,10,41,Detached,1
2017,London,1,1,1459,660565,649254,16,71,Townhouse,0
2018,London,5,3,1592,1146904,1091331,33,81,Condo,3
2014,Hamilton,5,4,1480,903699,845859,81,24,Condo,1
2020,Kitchener,3,4,1012,661282,593029,30,20,Detached,0
2020,Ottawa,2,4,910,773750,725279,72,27,Townhouse,0
2011,Toronto,4,3,902,572405,522552,83,2,Detached,0
